date,raw_close,adjusted_close,volume
2015-01-02,5.099,,2289500.0
2015-01-05,5.419,,2778500.0
2015-01-06,6.239,,5453600.0
2015-01-07,6.069,,4656800.0
2015-01-08,5.789,,2976200.0
2015-01-09,6.119,,2314600.0
2015-01-12,6.659,,4484200.0
2015-01-13,6.399,,4347900.0
2015-01-14,5.779,,3692900.0
2015-01-15,5.789,,2797600.0
2015-01-16,6.119,,2397900.0
2015-01-20,6.309,,2368300.0
2015-01-21,6.289,,2659800.0
2015-01-22,6.169,,2202400.0
2015-01-23,5.819,,2346900.0
2015-01-26,6.049,,2189200.0
2015-01-27,6.459,,2842600.0
2015-01-28,5.959,,2537300.0
2015-01-29,5.739,,2469700.0
2015-01-30,6.069,,2212900.0
2015-02-02,6.219,,2055200.0
2015-02-03,6.079,,2107500.0
2015-02-04,6.129,,1798600.0
2015-02-05,6.199,,1954200.0
2015-02-06,5.939,,2791400.0
2015-02-09,6.069,,1495800.0
2015-02-10,6.059,,1733700.0
2015-02-11,5.859,,1833000.0
2015-02-12,5.789,,1711500.0
2015-02-13,5.959,,1811100.0
2015-02-17,5.809,,1104200.0
2015-02-18,5.999,,1777600.0
2015-02-19,5.739,,1692900.0
2015-02-20,5.449,,2885400.0
2015-02-23,5.279,,1888100.0
2015-02-24,5.599,,1631800.0
2015-02-25,5.879,,2850000.0
2015-02-26,5.959,,1493600.0
2015-02-27,6.059,,1141500.0
2015-03-02,5.959,,1191400.0
2015-03-03,5.859,,1547900.0
2015-03-04,5.739,,1312100.0
2015-03-05,5.719,,914900.0
2015-03-06,5.379,,2046700.0
2015-03-09,4.879,,1981900.0
2015-03-10,4.759,,2503900.0
2015-03-11,4.959,,2019800.0
2015-03-12,4.929,,1494000.0
2015-03-13,5.089,,1127200.0
2015-03-16,5.059,,1704200.0
2015-03-17,4.969,,1329800.0
2015-03-18,5.299,,1920600.0
2015-03-19,5.459,,1426700.0
2015-03-20,5.509,,2398900.0
2015-03-23,6.009,,2067700.0
2015-03-24,5.889,,1376700.0
2015-03-25,5.849,,1221300.0
2015-03-26,5.679,,1771200.0
2015-03-27,5.749,,1340400.0
2015-03-30,5.459,,1346800.0
2015-03-31,5.289,,1686200.0
2015-04-01,5.409,,2260900.0
2015-04-02,5.369,,1253600.0
2015-04-06,5.559,,1021600.0
2015-04-07,5.229,,1626600.0
2015-04-08,5.009,,2810300.0
2015-04-09,4.909,,1240800.0
2015-04-10,5.019,,1460000.0
2015-04-13,4.929,,694800.0
2015-04-14,4.899,,1089900.0
2015-04-15,5.149,,1768800.0
2015-04-16,5.009,,1466000.0
2015-04-17,4.969,,1137400.0
2015-04-20,4.939,,1455900.0
2015-04-21,4.859,,1188900.0
2015-04-22,4.729,,1336500.0
2015-04-23,4.769,,1218500.0
2015-04-24,4.689,,1552600.0
2015-04-27,4.939,,2023200.0
2015-04-28,5.009,,1929100.0
2015-04-29,4.959,,2083500.0
2015-04-30,4.749,,2575400.0
2015-05-01,4.889,,1073100.0
2015-05-04,4.999,,1020700.0
2015-05-05,4.869,,1021900.0
2015-05-06,4.729,,1528500.0
2015-05-07,4.599,,2019200.0
2015-05-08,4.839,,1402000.0
2015-05-11,4.899,,905900.0
2015-05-12,4.979,,903000.0
2015-05-13,5.129,,1750100.0
2015-05-14,5.229,,1265800.0
2015-05-15,5.249,,1055400.0
2015-05-18,5.269,,580600.0
2015-05-19,5.089,,964100.0
2015-05-20,5.119,,814900.0
2015-05-21,5.099,,401500.0
2015-05-22,5.109,,739900.0
2015-05-26,4.839,,1411800.0
2015-05-27,4.769,,777700.0
2015-05-28,4.899,,871300.0
2015-05-29,4.839,,565300.0
2015-06-01,4.869,,868600.0
2015-06-02,4.979,,835100.0
2015-06-03,4.819,,798900.0
2015-06-04,4.789,,840500.0
2015-06-05,4.699,,834200.0
2015-06-08,4.769,,916900.0
2015-06-09,4.759,,696400.0
2015-06-10,4.759,,771800.0
2015-06-11,4.659,,746600.0
2015-06-12,4.639,,831400.0
2015-06-15,4.979,,2076700.0
2015-06-16,4.929,,1008600.0
2015-06-17,5.059,,1189800.0
2015-06-18,5.199,,1745300.0
2015-06-19,5.069,,1242700.0
2015-06-22,5.189,,1791300.0
2015-06-23,5.009,,830500.0
2015-06-24,4.939,,812200.0
2015-06-25,5.009,,656800.0
2015-06-26,4.809,,1022800.0
2015-06-29,4.739,,910800.0
2015-06-30,4.709,,1045000.0
2015-07-01,4.519,,1316600.0
2015-07-02,4.599,,834300.0
2015-07-06,4.749,,1117300.0
2015-07-07,4.569,,1474500.0
2015-07-08,4.519,,927300.0
2015-07-09,4.449,,1380100.0
2015-07-10,4.309,,1102200.0
2015-07-13,4.489,,819400.0
2015-07-14,4.419,,618700.0
2015-07-15,4.279,,574500.0
2015-07-16,4.469,,1156700.0
2015-07-17,4.099,,1942200.0
2015-07-20,3.559,,2297400.0
2015-07-21,3.719,,1414000.0
2015-07-22,3.649,,1213600.0
2015-07-23,3.389,,1732900.0
2015-07-24,3.469,,2668500.0
2015-07-27,2.959,,4146900.0
2015-07-28,3.069,,1473000.0
2015-07-29,3.029,,1723000.0
2015-07-30,2.899,,1407300.0
2015-07-31,2.949,,1530300.0
2015-08-03,2.899,,868500.0
2015-08-04,2.829,,1737900.0
2015-08-05,2.739,,1199500.0
2015-08-06,2.899,,1464000.0
2015-08-07,2.909,,2275600.0
2015-08-10,3.239,,2055700.0
2015-08-11,3.459,,2094000.0
2015-08-12,3.879,,3068900.0
2015-08-13,3.619,,2132300.0
2015-08-14,3.639,,1187200.0
2015-08-17,3.889,,1723700.0
2015-08-18,3.699,,1218600.0
2015-08-19,3.829,,1171500.0
2015-08-20,3.879,,2137600.0
2015-08-21,3.599,,2047500.0
2015-08-24,3.319,,2481800.0
2015-08-25,3.159,,1485700.0
2015-08-26,2.989,,1608300.0
2015-08-27,3.269,,1720100.0
2015-08-28,3.399,,1625200.0
2015-08-31,3.339,,1120000.0
2015-09-01,3.139,,1549400.0
2015-09-02,3.019,,2041500.0
2015-09-03,2.919,,2428489.0
2015-09-04,2.879,,3110085.0
2015-09-08,2.899,,1595040.0
2015-09-09,2.769,,1424658.0
2015-09-10,2.689,,2894274.0
2015-09-11,2.739,,2276112.0
2015-09-14,2.759,,3872388.0
2015-09-15,2.859,,3083609.0
2015-09-16,3.009,,2691621.0
2015-09-17,3.069,,2905910.0
2015-09-18,3.119,,18162178.0
2015-09-21,3.119,,1733583.0
2015-09-22,2.969,,975413.0
2015-09-23,2.849,,1492620.0
2015-09-24,3.169,,2195565.0
2015-09-25,3.109,,1278081.0
2015-09-28,2.869,,1324319.0
2015-09-29,2.849,,877768.0
2015-09-30,3.079,,1652219.0
2015-10-01,2.999,,1173033.0
2015-10-02,3.459,,1934223.0
2015-10-05,3.479,,2961418.0
2015-10-06,3.729,,4336116.0
2015-10-07,3.709,,3910127.0
2015-10-08,3.549,,2102883.0
2015-10-09,3.739,,1601849.0
2015-10-12,3.589,,1395951.0
2015-10-13,3.769,,2003016.0
2015-10-14,3.919,,2925966.0
2015-10-15,4.099,,2629585.0
2015-10-16,3.939,,2040461.0
2015-10-19,3.619,,2217965.0
2015-10-20,3.779,,1690085.0
2015-10-21,3.539,,1427280.0
2015-10-22,3.569,,849452.0
2015-10-23,3.569,,1668775.0
2015-10-26,3.599,,1559731.0
2015-10-27,3.499,,1650900.0
2015-10-28,3.559,,2156988.0
2015-10-29,3.269,,1706157.0
2015-10-30,3.189,,1486478.0
2015-11-02,3.239,,1482179.0
2015-11-03,3.309,,1540456.0
2015-11-04,3.089,,1948773.0
2015-11-05,2.999,,1459118.0
2015-11-06,2.849,,1735230.0
2015-11-09,2.919,,1261836.0
2015-11-10,2.779,,1266030.0
2015-11-11,2.759,,1031517.0
2015-11-12,2.699,,1732990.0
2015-11-13,2.839,,2922232.0
2015-11-16,2.879,,1762751.0
2015-11-17,2.729,,2430082.0
2015-11-18,2.859,,1883185.0
2015-11-19,3.109,,2305821.0
2015-11-20,2.989,,1921373.0
2015-11-23,2.899,,1025532.0
2015-11-24,3.139,,1864299.0
2015-11-25,3.139,,889093.0
2015-11-27,3.099,,674807.0
2015-11-30,3.219,,1257181.0
2015-12-01,3.369,,1501222.0
2015-12-02,3.229,,855943.0
2015-12-03,3.309,,945230.0
2015-12-04,3.499,,1743227.0
2015-12-07,3.279,,1288784.0
2015-12-08,3.189,,1054280.0
2015-12-09,3.299,,1105371.0
2015-12-10,3.319,,1144731.0
2015-12-11,3.239,,1241559.0
2015-12-14,3.149,,1666492.0
2015-12-15,3.069,,983336.0
2015-12-16,3.299,,1958114.0
2015-12-17,2.929,,2915234.0
2015-12-18,3.029,,2801096.0
2015-12-21,3.139,,1272530.0
2015-12-22,3.179,,1109868.0
2015-12-23,3.299,,975381.0
2015-12-24,3.509,,907250.0
2015-12-28,3.229,,1239943.0
2015-12-29,3.269,,866729.0
2015-12-30,3.119,,713056.0
2015-12-31,3.149,,848734.0
2016-01-04,3.299,,1343116.0
2016-01-05,3.239,,951259.0
2016-01-06,3.249,,1078388.0
2016-01-07,3.179,,2176869.0
2016-01-08,3.059,,1543244.0
2016-01-11,2.809,,2409607.0
2016-01-12,2.679,,2913972.0
2016-01-13,2.689,,2227991.0
2016-01-14,2.629,,1716219.0
2016-01-15,2.609,,1266293.0
2016-01-19,2.389,,2566168.0
2016-01-20,2.499,,1397952.0
2016-01-21,2.499,,1356568.0
2016-01-22,2.569,,1619566.0
2016-01-25,2.569,,1852886.0
2016-01-26,2.749,,1780436.0
2016-01-27,2.799,,1797827.0
2016-01-28,2.719,,1639966.0
2016-01-29,2.869,,1589004.0
2016-02-01,2.979,,1683605.0
2016-02-02,2.879,,782425.0
2016-02-03,3.089,,1683615.0
2016-02-04,3.259,,2153107.0
2016-02-05,3.469,,2092274.0
2016-02-08,3.699,,3576936.0
2016-02-09,3.529,,3570107.0
2016-02-10,3.559,,2335547.0
2016-02-11,3.919,,4396363.0
2016-02-12,4.209,,2766130.0
2016-02-16,4.019,,2371262.0
2016-02-17,4.139,,1918889.0
2016-02-18,4.439,,2513068.0
2016-02-19,4.269,,2283022.0
2016-02-22,4.229,,2383730.0
2016-02-23,4.239,,2261770.0
2016-02-24,4.279,,3074821.0
2016-02-25,4.519,,2195198.0
2016-02-26,4.499,,2713213.0
2016-02-29,4.519,,2282282.0
2016-03-01,4.209,,2542656.0
2016-03-02,4.329,,2225879.0
2016-03-03,4.629,,2558307.0
2016-03-04,4.759,,5977312.0
2016-03-07,5.239,,4822928.0
2016-03-08,5.169,,4295173.0
2016-03-09,5.199,,3193231.0
2016-03-10,5.619,,3662110.0
2016-03-11,5.619,,3105920.0
2016-03-14,5.519,,7211925.0
