date,raw_close,adjusted_close,volume
2015-01-02,136.9,,35078.0
2015-01-05,135.21,,34521.0
2015-01-06,134.78,,51014.0
2015-01-07,135.14,,32484.0
2015-01-08,136.69,,21901.0
2015-01-09,134.67,,27307.0
2015-01-12,132.95,,37759.0
2015-01-13,134.11,,48510.0
2015-01-14,134.38,,60293.0
2015-01-15,136.49,,51367.0
2015-01-16,139.84,,50204.0
2015-01-20,142.26,,61179.0
2015-01-21,140.5,,19659.0
2015-01-22,139.84,,47221.0
2015-01-23,137.88,,29917.0
2015-01-26,139.79,,25020.0
2015-01-27,138.25,,23609.0
2015-01-28,139.0,,44953.0
2015-01-29,142.64,,87205.0
2015-01-30,157.54,,198545.0
2015-02-02,166.05,,80079.0
2015-02-03,170.31,,93816.0
2015-02-04,173.02,,44274.0
2015-02-05,170.71,,34885.0
2015-02-06,170.31,,80464.0
2015-02-09,173.43,,111415.0
2015-02-10,174.11,,59616.0
2015-02-11,174.85,,38107.0
2015-02-12,175.38,,30108.0
2015-02-13,172.65,,49971.0
2015-02-17,172.91,,45633.0
2015-02-18,172.76,,28988.0
2015-02-19,173.25,,20190.0
2015-02-20,172.26,,50293.0
2015-02-23,182.49,,82982.0
2015-02-24,185.8,,89716.0
2015-02-25,183.23,,58111.0
2015-02-26,183.87,,38186.0
2015-02-27,183.3,,47124.0
2015-03-02,185.4,,60137.0
2015-03-03,184.02,,37133.0
2015-03-04,184.66,,60920.0
2015-03-05,184.01,,79085.0
2015-03-06,182.17,,71358.0
2015-03-09,187.14,,122377.0
2015-03-10,189.32,,55039.0
2015-03-11,189.26,,74622.0
2015-03-12,192.86,,91976.0
2015-03-13,188.06,,68936.0
2015-03-16,195.76,,97104.0
2015-03-17,197.13,,44286.0
2015-03-18,206.41,,102452.0
2015-03-19,203.94,,83762.0
2015-03-20,201.75,,266064.0
2015-03-23,195.58,,87360.0
2015-03-24,193.39,,39183.0
2015-03-25,189.23,,41792.0
2015-03-26,193.06,,27891.0
2015-03-27,192.29,,30644.0
2015-03-30,194.53,,18770.0
2015-03-31,195.0,,40124.0
2015-04-01,195.14,,36213.0
2015-04-02,198.58,,78510.0
2015-04-06,197.92,,36845.0
2015-04-07,196.11,,38907.0
2015-04-08,202.25,,70946.0
2015-04-09,199.51,,44342.0
2015-04-10,200.45,,39837.0
2015-04-13,196.8,,28643.0
2015-04-14,200.86,,32304.0
2015-04-15,202.42,,45115.0
2015-04-16,202.78,,31612.0
2015-04-17,197.22,,20835.0
2015-04-20,198.77,,31470.0
2015-04-21,206.11,,50420.0
2015-04-22,211.5,,64124.0
2015-04-23,210.99,,43095.0
2015-04-24,216.38,,48905.0
2015-04-27,216.45,,79008.0
2015-04-28,215.01,,62429.0
2015-04-29,216.64,,77510.0
2015-04-30,235.61,,101735.0
2015-05-01,231.29,,62365.0
2015-05-04,228.01,,29411.0
2015-05-05,226.3,,56737.0
2015-05-06,227.6,,41491.0
2015-05-07,227.81,,48285.0
2015-05-08,228.12,,78553.0
2015-05-11,228.28,,46388.0
2015-05-12,231.53,,39094.0
2015-05-13,231.61,,54290.0
2015-05-14,233.51,,24980.0
2015-05-15,230.24,,41251.0
2015-05-18,229.5,,50357.0
2015-05-19,229.01,,46925.0
2015-05-20,234.72,,58281.0
2015-05-21,234.91,,35316.0
2015-05-22,235.1,,36196.0
2015-05-26,232.3,,48131.0
2015-05-27,236.9,,29620.0
2015-05-28,237.02,,37621.0
