date,raw_close,adjusted_close,volume
2019-10-24,17.0948,,2125213.0
2019-10-25,17.1948,,1088314.0
2019-10-28,17.1148,,1128376.0
2019-10-29,17.0948,,497663.0
2019-10-30,17.1848,,2165070.0
2019-10-31,17.2848,,4931943.0
2019-11-01,17.2248,,475418.0
2019-11-04,17.1948,,330524.0
2019-11-05,17.0448,,948533.0
2019-11-06,17.0548,,900679.0
2019-11-07,16.7248,,222351.0
2019-11-08,16.8648,,174213.0
2019-11-11,16.8848,,88030.0
2019-11-12,16.9748,,224008.0
2019-11-13,17.0048,,168170.0
2019-11-14,17.0748,,178174.0
2019-11-15,17.0548,,473168.0
2019-11-18,17.0748,,967518.0
2019-11-19,17.0648,,383694.0
2019-11-20,17.0348,,244071.0
2019-11-21,17.0348,,340411.0
2019-11-22,17.0048,,156378.0
2019-11-25,17.0348,,93668.0
2019-11-26,17.0548,,150558.0
2019-11-27,16.9725,,167480.0
2019-11-29,16.9725,,180446.0
2019-12-02,16.9425,,170251.0
2019-12-03,16.9525,,89564.0
2019-12-04,16.9925,,139022.0
2019-12-05,16.9725,,140908.0
2019-12-06,16.9025,,69036.0
2019-12-09,16.9725,,65260.0
2019-12-10,16.9825,,52758.0
2019-12-11,17.0425,,193378.0
2019-12-12,17.0025,,184458.0
2019-12-13,17.1025,,106519.0
2019-12-16,17.2125,,257998.0
2019-12-17,17.3125,,122650.0
2019-12-18,17.4025,,151348.0
2019-12-19,17.4825,,89661.0
2019-12-20,17.5025,,67199.0
2019-12-23,17.6025,,59864.0
2019-12-24,17.5525,,24652.0
2019-12-26,17.5125,,44250.0
2019-12-27,17.5725,,51664.0
2019-12-30,17.5625,,78257.0
2019-12-31,17.6625,,87980.0
2020-01-02,17.8725,,136832.0
2020-01-03,17.8025,,91364.0
2020-01-06,17.7225,,107203.0
2020-01-07,17.6625,,174159.0
2020-01-08,17.6525,,225600.0
2020-01-09,17.6725,,217003.0
2020-01-10,17.7025,,144776.0
2020-01-13,17.5625,,266839.0
2020-01-14,17.6025,,62544.0
2020-01-15,17.4325,,332842.0
2020-01-16,17.4225,,137149.0
2020-01-17,17.5225,,72476.0
2020-01-21,17.4625,,113012.0
2020-01-22,17.4025,,99771.0
2020-01-23,17.4325,,77586.0
2020-01-24,17.4625,,47394.0
2020-01-27,17.4325,,141358.0
2020-01-28,17.3125,,151170.0
2020-01-29,17.3725,,103750.0
2020-01-30,17.5125,,96297.0
2020-01-31,17.5325,,566712.0
2020-02-03,17.4625,,186854.0
2020-02-04,17.4525,,250309.0
2020-02-05,17.5225,,775676.0
2020-02-06,17.7025,,963921.0
2020-02-07,17.8325,,90724.0
2020-02-10,17.9925,,56166.0
2020-02-11,18.2125,,140441.0
2020-02-12,18.0425,,107136.0
2020-02-13,18.0425,,81427.0
2020-02-14,17.9525,,98782.0
2020-02-18,17.8125,,93456.0
2020-02-19,17.8425,,128595.0
2020-02-20,17.9025,,66231.0
2020-02-21,17.8225,,55590.0
2020-02-24,17.6725,,90802.0
2020-02-25,17.4125,,167344.0
2020-02-26,17.4925,,235229.0
2020-02-27,17.2613,,316137.0
2020-02-28,16.8513,,204304.0
2020-03-02,17.2313,,258365.0
2020-03-03,17.1413,,247813.0
2020-03-04,18.1113,,272909.0
2020-03-05,17.8213,,84551.0
2020-03-06,17.4913,,103633.0
2020-03-09,16.5013,,199468.0
2020-03-10,16.8613,,143329.0
2020-03-11,16.5413,,202452.0
2020-03-12,13.7213,,248443.0
2020-03-13,15.7213,,85803.0
2020-03-16,11.3613,,147220.0
2020-03-17,9.7813,,198165.0
2020-03-18,3.2213,,160368.0
2020-03-19,5.0313,,269209.0
2020-03-20,7.0413,,150160.0
2020-03-23,6.1613,,167122.0
2020-03-24,9.0313,,141999.0
2020-03-25,11.6113,,136370.0
2020-03-26,13.9113,,192996.0
2020-03-27,13.1513,,112327.0
2020-03-30,12.9813,,98543.0
2020-03-31,12.8513,,83487.0
2020-04-01,11.2513,,128061.0
2020-04-02,11.0213,,67167.0
