ticker,episode_id,company_name,exchange,first_qualifying_start_date,first_qualifying_end_date,best_90d_start_date,best_90d_end_date,best_90d_return,episode_start_date,episode_end_date,num_qualifying_windows,data_quality,preliminary,notes
BTU,BTU_001,Peabody Energy,NYSE,2016-01-14,2017-04-04,2016-02-08,2017-04-04,583.5,2016-01-14,2017-04-04,17,POC,True,
BTU,BTU_002,Peabody Energy,NYSE,2020-10-29,2021-01-27,2020-11-12,2021-02-10,176.0,2020-10-29,2021-02-18,12,POC,True,
BWMX,BWMX_003,Betterware de Mexico,NYSE,2020-05-11,2020-08-10,2020-05-28,2020-08-26,110.69088937093275,2020-05-11,2020-10-28,33,POC,True,
BX,BX_004,黑石,NYSE,2015-01-23,2015-04-23,2015-01-23,2015-04-23,25.384615384615383,2015-01-23,2015-04-27,2,POC,True,
BX,BX_005,黑石,NYSE,2017-01-27,2017-04-27,2017-05-12,2017-08-10,293.0,2017-01-27,2017-08-14,9,POC,True,
CAMP,CAMP_006,Camp4 Therapeutics,NASDAQ,2024-06-04,2024-10-11,2024-06-11,2024-10-11,25.8,2024-06-04,2024-10-11,6,POC,True,
CANG,CANG_007,灿谷,NYSE,2019-10-15,2020-01-13,2019-10-15,2020-01-13,13.72972972972973,2019-10-15,2020-01-13,1,POC,True,
CANG,CANG_008,灿谷,NYSE,2022-03-09,2022-06-07,2022-03-10,2022-06-08,22.0,2022-03-09,2022-08-04,3,POC,True,
CAPL,CAPL_009,CrossAmerica,NYSE,2015-09-23,2015-12-22,2015-10-01,2015-12-30,117.875,2015-09-23,2016-03-15,4,POC,True,
CAPL,CAPL_010,CrossAmerica,NYSE,2018-06-12,2018-09-10,2018-06-12,2018-09-10,36.75,2018-06-12,2018-10-01,6,POC,True,
CAPL,CAPL_011,CrossAmerica,NYSE,2018-11-05,2019-02-04,2018-11-30,2019-02-28,79.83333333333333,2018-11-05,2019-04-04,3,POC,True,
CAPL,CAPL_012,CrossAmerica,NYSE,2020-05-13,2020-08-11,2020-07-17,2020-10-15,23.32142857142857,2020-05-13,2020-10-15,3,POC,True,
CAR,CAR_013,安飞士,NASDAQ,2020-03-20,2020-06-18,2020-05-13,2020-08-11,29.095890410958905,2020-03-20,2020-08-13,5,POC,True,
