ticker,episode_id,company_name,exchange,first_qualifying_start_date,first_qualifying_end_date,best_90d_start_date,best_90d_end_date,best_90d_return,episode_start_date,episode_end_date,num_qualifying_windows,data_quality,preliminary,notes
BIP,BIP_001,Brookfield基础设施,NYSE,2016-01-13,2016-04-12,2016-01-22,2016-04-21,140.28911564625852,2016-01-13,2016-05-11,5,POC,True,
BKE,BKE_002,巴克尔,NYSE,2020-11-03,2021-02-01,2020-11-04,2021-02-02,240.66666666666669,2020-11-03,2021-03-01,3,POC,True,
BLX,BLX_003,拉丁美洲出口银行,NYSE,2020-04-13,2020-07-13,2020-04-13,2020-07-13,11.2,2020-04-13,2020-07-13,1,POC,True,
BMA,BMA_004,Banco Macro,NYSE,2020-04-23,2020-07-22,2020-04-24,2020-07-23,121.03120759837178,2020-04-23,2020-07-23,2,POC,True,
BMA,BMA_005,Banco Macro,NYSE,2020-09-25,2020-12-24,2020-09-25,2020-12-24,12.544802867383511,2020-09-25,2020-12-24,1,POC,True,
BMA,BMA_006,Banco Macro,NYSE,2021-03-16,2021-06-14,2021-03-22,2021-06-21,37.05772811918063,2021-03-16,2021-06-21,3,POC,True,
BMA,BMA_007,Banco Macro,NYSE,2021-07-06,2021-10-04,2021-07-15,2021-10-13,151.82481751824818,2021-07-06,2021-11-11,4,POC,True,
BMA,BMA_008,Banco Macro,NYSE,2021-12-09,2022-03-09,2022-01-13,2022-04-13,160.58394160583939,2021-12-09,2022-06-02,6,POC,True,
BMA,BMA_009,Banco Macro,NYSE,2022-10-14,2023-01-12,2022-11-09,2023-02-07,671.3063063063063,2022-10-14,2023-03-16,14,POC,True,
BMNR,BMNR_010,Bitmine Immersion Technologies,NYSE,2025-06-16,2025-09-15,2025-06-20,2025-09-18,12.058823529411764,2025-06-16,2025-09-25,9,POC,True,
BNAI,BNAI_011,Brand Engagement Network,NASDAQ,2025-10-27,2026-01-26,2025-12-26,2026-03-26,30.85,2025-10-27,2026-03-31,26,POC,True,
BNGO,BNGO_012,BioNano Genomics,NASDAQ,2020-10-05,2021-01-04,2020-11-16,2021-02-16,30.14,2020-10-05,2021-03-22,49,POC,True,
