ticker,company_name,exchange,start_date,target_end_date,end_date,start_price,end_price,return_90d,raw_start_price,raw_end_price,raw_return_90d,adjusted_start_price,adjusted_end_price,adjusted_return_90d,qualification_basis,quality_tier,needs_manual_review,market_cap_at_start,industry,episode_id,data_source,data_quality,preliminary,price_basis,notes
AHG,Akso Health,NASDAQ,2021-07-22,2021-10-20,2021-10-20,1.46,18.87,11.924657534246576,1.46,18.87,11.924657534246576,1.46,18.87,11.924657534246576,both,BOTH_QUALIFIED,False,,,AHG_001,opend,POC,True,dual,
AHI,Advanced Health Intelligence,NASDAQ,2023-04-03,2023-07-02,2023-07-03,0.3601,5.7,14.828936406553737,0.3601,5.7,14.828936406553737,1.4404,5.7,2.9572341016384343,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-04-04,2023-07-03,2023-07-03,0.3736,5.7,14.25695931477516,0.3736,5.7,14.25695931477516,1.4944,5.7,2.81423982869379,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-04-05,2023-07-04,2023-07-05,0.361,5.24,13.515235457063714,0.361,5.24,13.515235457063714,1.444,5.24,2.6288088642659284,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-04-06,2023-07-05,2023-07-05,0.363,5.24,13.435261707988982,0.363,5.24,13.435261707988982,1.452,5.24,2.6088154269972454,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-04-10,2023-07-09,2023-07-10,0.3599,4.53,11.586829674909698,0.3599,4.53,11.586829674909698,1.4396,4.53,2.1467074187274244,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-04-11,2023-07-10,2023-07-10,0.3888,4.53,10.651234567901236,0.3888,4.53,10.651234567901236,1.5552,4.53,1.912808641975309,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-04-12,2023-07-11,2023-07-11,0.3845,4.49,10.677503250975294,0.3845,4.49,10.677503250975294,1.538,4.49,1.9193758127438234,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-04,2023-08-02,2023-08-02,0.335,4.14,11.358208955223878,0.335,4.14,11.358208955223878,1.34,4.14,2.0895522388059695,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-05,2023-08-03,2023-08-04,0.335,4.27,11.746268656716415,0.335,4.27,11.746268656716415,1.34,4.27,2.186567164179104,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-09,2023-08-07,2023-08-07,0.34,3.75,10.029411764705882,0.34,3.75,10.029411764705882,1.36,3.75,1.7573529411764706,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-10,2023-08-08,2023-08-08,0.3202,4.14,11.92941911305434,0.3202,4.14,11.92941911305434,1.2808,4.14,2.232354778263585,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-11,2023-08-09,2023-08-09,0.3202,4.34,12.554028732042473,0.3202,4.34,12.554028732042473,1.2808,4.34,2.3885071830106184,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-12,2023-08-10,2023-08-10,0.32,4.05,11.65625,0.32,4.05,11.65625,1.28,4.05,2.1640625,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-15,2023-08-13,2023-08-14,0.3451,4.26,11.344248044045203,0.3451,4.26,11.344248044045203,1.3804,4.26,2.086062011011301,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-16,2023-08-14,2023-08-14,0.338,4.26,11.603550295857987,0.338,4.26,11.603550295857987,1.352,4.26,2.150887573964497,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-17,2023-08-15,2023-08-15,0.347,4.13,10.902017291066283,0.347,4.13,10.902017291066283,1.388,4.13,1.9755043227665707,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-18,2023-08-16,2023-08-16,0.33,3.84,10.636363636363635,0.33,3.84,10.636363636363635,1.32,3.84,1.9090909090909087,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-19,2023-08-17,2023-08-17,0.315,4.57,13.507936507936508,0.315,4.57,13.507936507936508,1.26,4.57,2.626984126984127,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-22,2023-08-20,2023-08-21,0.3389,4.15,11.245500147536148,0.3389,4.15,11.245500147536148,1.3556,4.15,2.061375036884037,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-23,2023-08-21,2023-08-21,0.34,4.15,11.205882352941178,0.34,4.15,11.205882352941178,1.36,4.15,2.0514705882352944,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-24,2023-08-22,2023-08-22,0.3249,3.93,11.096029547553092,0.3249,3.93,11.096029547553092,1.2996,3.93,2.024007386888273,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-25,2023-08-23,2023-08-23,0.3139,3.77,11.010194329404268,0.3139,3.77,11.010194329404268,1.2556,3.77,2.002548582351067,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-26,2023-08-24,2023-08-24,0.3292,3.75,10.391251518833537,0.3292,3.75,10.391251518833537,1.3168,3.75,1.8478128797083841,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-30,2023-08-28,2023-08-28,0.3101,3.75,11.092873266688166,0.3101,3.75,11.092873266688166,1.2404,3.75,2.0232183166720414,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-05-31,2023-08-29,2023-08-29,0.3257,3.7,10.360147374884864,0.3257,3.7,10.360147374884864,1.3028,3.7,1.840036843721216,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-06-01,2023-08-30,2023-08-30,0.315,3.73,10.841269841269842,0.315,3.73,10.841269841269842,1.26,3.73,1.9603174603174605,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-06-02,2023-08-31,2023-08-31,0.3334,3.76,10.277744451109779,0.3334,3.76,10.277744451109779,1.3336,3.76,1.8194361127774448,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-06-05,2023-09-03,2023-09-05,0.3102,3.65,10.766602192134108,0.3102,3.65,10.766602192134108,1.2408,3.65,1.941650548033527,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-06-06,2023-09-04,2023-09-05,0.321,3.65,10.370716510903426,0.321,3.65,10.370716510903426,1.284,3.65,1.8426791277258565,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-06-07,2023-09-05,2023-09-05,0.31,3.65,10.774193548387096,0.31,3.65,10.774193548387096,1.24,3.65,1.943548387096774,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHI,Advanced Health Intelligence,NASDAQ,2023-06-08,2023-09-06,2023-09-06,0.31,3.64,10.741935483870968,0.31,3.64,10.741935483870968,1.24,3.64,1.935483870967742,raw,RAW_ONLY_REVIEW,True,,,AHI_002,opend,POC,True,dual,raw/adjusted qualification mismatch
AHT,阿什福德信托,NYSE,2024-08-14,2024-11-12,2024-11-12,0.8959,10.7,10.943297242995868,0.8959,10.7,10.943297242995868,8.959,10.7,0.19432972429958695,raw,RAW_ONLY_REVIEW,True,,,AHT_003,opend,POC,True,dual,raw/adjusted qualification mismatch
AHT,阿什福德信托,NYSE,2024-09-10,2024-12-09,2024-12-09,0.8073,8.97,10.111111111111112,0.8073,8.97,10.111111111111112,8.073,8.97,0.11111111111111116,raw,RAW_ONLY_REVIEW,True,,,AHT_003,opend,POC,True,dual,raw/adjusted qualification mismatch
AHT,阿什福德信托,NYSE,2024-10-07,2025-01-05,2025-01-06,0.6997,8.61,11.305273688723737,0.6997,8.61,11.305273688723737,6.997,8.61,0.2305273688723739,raw,RAW_ONLY_REVIEW,True,,,AHT_003,opend,POC,True,dual,raw/adjusted qualification mismatch
AHT,阿什福德信托,NYSE,2024-10-08,2025-01-06,2025-01-06,0.6703,8.61,11.844994778457407,0.6703,8.61,11.844994778457407,6.703,8.61,0.2844994778457406,raw,RAW_ONLY_REVIEW,True,,,AHT_003,opend,POC,True,dual,raw/adjusted qualification mismatch
AHT,阿什福德信托,NYSE,2024-10-09,2025-01-07,2025-01-07,0.5999,8.83,13.719119853308886,0.5999,8.83,13.719119853308886,5.999,8.83,0.47191198533088863,raw,RAW_ONLY_REVIEW,True,,,AHT_003,opend,POC,True,dual,raw/adjusted qualification mismatch
AHT,阿什福德信托,NYSE,2024-10-10,2025-01-08,2025-01-08,0.5785,8.64,13.935177182368195,0.5785,8.64,13.935177182368195,5.785,8.64,0.49351771823681934,raw,RAW_ONLY_REVIEW,True,,,AHT_003,opend,POC,True,dual,raw/adjusted qualification mismatch
AHT,阿什福德信托,NYSE,2024-10-11,2025-01-09,2025-01-10,0.608,8.18,12.453947368421053,0.608,8.18,12.453947368421053,6.08,8.18,0.3453947368421053,raw,RAW_ONLY_REVIEW,True,,,AHT_003,opend,POC,True,dual,raw/adjusted qualification mismatch
AHT,阿什福德信托,NYSE,2024-10-14,2025-01-12,2025-01-13,0.6244,8.67,12.885329916720051,0.6244,8.67,12.885329916720051,6.244,8.67,0.38853299167200506,raw,RAW_ONLY_REVIEW,True,,,AHT_003,opend,POC,True,dual,raw/adjusted qualification mismatch
AHT,阿什福德信托,NYSE,2024-10-15,2025-01-13,2025-01-13,0.6351,8.67,12.65139348134152,0.6351,8.67,12.65139348134152,6.351,8.67,0.36513934813415205,raw,RAW_ONLY_REVIEW,True,,,AHT_003,opend,POC,True,dual,raw/adjusted qualification mismatch
AHT,阿什福德信托,NYSE,2024-10-16,2025-01-14,2025-01-14,0.6212,9.14,13.71345782356729,0.6212,9.14,13.71345782356729,6.212,9.14,0.4713457823567291,raw,RAW_ONLY_REVIEW,True,,,AHT_003,opend,POC,True,dual,raw/adjusted qualification mismatch
