ticker,episode_id,company_name,exchange,first_qualifying_start_date,first_qualifying_end_date,best_90d_start_date,best_90d_end_date,best_90d_return,episode_start_date,episode_end_date,num_qualifying_windows,data_quality,preliminary,notes
APAM,APAM_001,Artisan Partners Asset Management,NYSE,2017-07-03,2017-10-02,2017-08-15,2017-11-13,193.00000000000003,2017-07-03,2017-12-18,12,POC,True,
APAM,APAM_002,Artisan Partners Asset Management,NYSE,2019-03-22,2019-06-20,2019-03-25,2019-06-24,44.99999999999999,2019-03-22,2019-08-28,4,POC,True,
APAM,APAM_003,Artisan Partners Asset Management,NYSE,2020-03-11,2020-06-09,2020-03-27,2020-06-25,398.00000000000006,2020-03-11,2020-07-22,13,POC,True,
APO,APO_004,阿波罗全球管理,NYSE,2016-09-01,2016-11-30,2016-10-06,2017-01-04,54.400000000000006,2016-09-01,2017-02-14,6,POC,True,
APRE,APRE_005,Aprea Therapeutics,NASDAQ,2022-11-14,2023-02-14,2022-11-16,2023-02-14,20.025641025641026,2022-11-14,2023-04-03,28,POC,True,
ARCC,ARCC_006,阿瑞斯,NASDAQ,2016-12-29,2017-03-29,2016-12-29,2017-03-29,110.00000000000001,2016-12-29,2017-03-29,1,POC,True,
ARCC,ARCC_007,阿瑞斯,NASDAQ,2017-08-18,2017-11-16,2017-08-18,2017-11-16,13.166666666666666,2017-08-18,2017-11-16,1,POC,True,
ARCC,ARCC_008,阿瑞斯,NASDAQ,2020-03-17,2020-06-15,2020-04-24,2020-07-23,11.708333333333334,2020-03-17,2020-07-23,2,POC,True,
ARES,ARES_009,Ares Management,NYSE,2018-11-30,2019-02-28,2019-02-06,2019-05-07,16.87054026503568,2018-11-30,2019-06-05,3,POC,True,
ARLP,ARLP_010,Alliance Resource,NASDAQ,2016-07-27,2016-10-25,2016-08-02,2016-10-31,66.675,2016-07-27,2016-11-08,5,POC,True,
ARLP,ARLP_011,Alliance Resource,NASDAQ,2018-04-26,2018-07-25,2018-04-26,2018-07-25,11.637681159420291,2018-04-26,2018-07-25,1,POC,True,
ARLP,ARLP_012,Alliance Resource,NASDAQ,2021-10-21,2022-01-19,2021-12-15,2022-03-15,22.53333333333333,2021-10-21,2022-03-15,4,POC,True,
AROC,AROC_013,Archrock,NYSE,2016-03-04,2016-06-02,2016-03-15,2016-06-13,28.333333333333336,2016-03-04,2016-08-01,3,POC,True,
AROC,AROC_014,Archrock,NYSE,2020-03-11,2020-06-09,2020-04-22,2020-07-21,79.125,2020-03-11,2020-07-27,6,POC,True,
ASC,ASC_015,Ardmore Shipping,NYSE,2020-09-25,2020-12-24,2020-11-20,2021-02-18,34.0,2020-09-25,2021-03-22,5,POC,True,
ASC,ASC_016,Ardmore Shipping,NYSE,2022-01-24,2022-04-25,2022-01-24,2022-04-25,13.823529411764705,2022-01-24,2022-04-28,2,POC,True,
