ticker,episode_id,company_name,exchange,first_qualifying_start_date,first_qualifying_end_date,best_90d_start_date,best_90d_end_date,best_90d_return,episode_start_date,episode_end_date,num_qualifying_windows,data_quality,preliminary,notes
CLRO,CLRO_001,ClearOne通讯,NASDAQ,2019-03-29,2019-06-27,2019-03-29,2019-06-27,12.5,2019-03-29,2019-07-08,2,POC,True,
CLRO,CLRO_002,ClearOne通讯,NASDAQ,2020-11-23,2021-02-22,2020-11-23,2021-02-22,68.0,2020-11-23,2021-02-22,1,POC,True,
CLRO,CLRO_003,ClearOne通讯,NASDAQ,2023-12-28,2024-03-27,2024-01-24,2024-04-23,185.3799111111111,2023-12-28,2024-05-09,22,POC,True,
CLWT,CLWT_004,欧陆科仪,NASDAQ,2015-01-08,2015-04-08,2015-01-08,2015-04-08,23.47761194029851,2015-01-08,2015-04-21,4,POC,True,
CLWT,CLWT_005,欧陆科仪,NASDAQ,2015-09-18,2015-12-17,2015-09-29,2015-12-28,17.78494623655914,2015-09-18,2016-02-03,3,POC,True,
CLWT,CLWT_006,欧陆科仪,NASDAQ,2016-05-13,2016-08-11,2016-05-13,2016-08-11,23.333333333333332,2016-05-13,2016-09-29,3,POC,True,
CLWT,CLWT_007,欧陆科仪,NASDAQ,2018-03-12,2018-06-11,2018-04-13,2018-07-12,64.44166666666666,2018-03-12,2018-07-23,19,POC,True,
CMCT,CMCT_008,Creative Media & Community Trust,NASDAQ,2015-06-05,2015-09-08,2015-06-23,2015-09-21,18.742076106397608,2015-06-05,2015-09-23,6,POC,True,
CMCT,CMCT_009,Creative Media & Community Trust,NASDAQ,2016-01-04,2016-04-04,2016-03-01,2016-05-31,28.824938453905048,2016-01-04,2016-05-31,4,POC,True,
CMCT,CMCT_010,Creative Media & Community Trust,NASDAQ,2016-09-12,2016-12-12,2016-09-14,2016-12-13,13.58294218411912,2016-09-12,2016-12-13,2,POC,True,
CNA,CNA_011,CNA金融,NYSE,2015-01-29,2015-04-29,2015-01-30,2015-04-30,29.916666666666668,2015-01-29,2015-04-30,2,POC,True,
CNA,CNA_012,CNA金融,NYSE,2016-08-31,2016-11-29,2016-09-22,2016-12-21,152.50000000000003,2016-08-31,2016-12-21,6,POC,True,
CNQ,CNQ_013,加拿大自然资源,NYSE,2015-08-17,2015-11-16,2015-08-18,2015-11-16,16.675078864353313,2015-08-17,2015-11-16,2,POC,True,
CNQ,CNQ_014,加拿大自然资源,NYSE,2015-12-29,2016-03-28,2015-12-29,2016-03-28,206.35576923076923,2015-12-29,2016-03-28,1,POC,True,
CNQ,CNQ_015,加拿大自然资源,NYSE,2020-05-21,2020-08-19,2020-05-27,2020-08-25,35.022222222222226,2020-05-21,2020-08-25,2,POC,True,
CNQ,CNQ_016,加拿大自然资源,NYSE,2020-09-09,2020-12-08,2020-09-10,2020-12-09,733.4893617021277,2020-09-09,2021-01-13,10,POC,True,
CNS,CNS_017,科恩-斯蒂尔斯金融,NYSE,2015-09-30,2015-12-29,2015-09-30,2015-12-29,46.599999999999994,2015-09-30,2015-12-29,1,POC,True,
CNS,CNS_018,科恩-斯蒂尔斯金融,NYSE,2016-01-12,2016-04-11,2016-01-13,2016-04-12,26.42,2016-01-12,2016-04-12,2,POC,True,
CODX,CODX_019,Co-diagnostics,NASDAQ,2019-11-29,2020-02-27,2019-11-29,2020-02-27,16.93258426966292,2019-11-29,2020-04-21,13,POC,True,
COHN,COHN_020,Cohen,AMEX,2018-01-05,2018-04-05,2018-01-24,2018-04-24,19.8,2018-01-05,2018-05-15,5,POC,True,
COHN,COHN_021,Cohen,AMEX,2018-08-01,2018-10-30,2018-08-01,2018-10-30,13.090909090909092,2018-08-01,2018-10-30,1,POC,True,
COHN,COHN_022,Cohen,AMEX,2020-06-17,2020-09-15,2020-06-17,2020-09-15,250.0,2020-06-17,2020-10-08,6,POC,True,
